Tweet,Label
yaa gimana baik nya saja lah,Neutral
"anjing kaget, typing lo minta di tabok apa gimana?",Anger
"jangan pernah lo sia2in, lo kecewain, lo sakitin orang yg sayang dan udah nyaman sama lo demi orang yg lo suka. jangan!",Fear
aduh nggak enak banget nih kel kalau misalnya klaksonin..,Joy
disini sepi banget,Neutral
"all of us are dead puncaki netflix di 25 negara, apa yang bikin menarik?",Neutral
"kamu masih saja seperti anak-anak.. bagiku, balas dendam adalah segalanya.. kalau dendamku bisa terbalaskan. sasuke to naruto",Neutral
ngeri mba:(,Fear
"sepi banget,",Neutral
"sekiranya ig dipegang sm cowonya, jangan followan sm sec acc aing karna gada cowo di sec acc aku dan tbtb cowo tmn w ngeliat gtu aja suka ngelike ngelike. ga banget",Anger
"glad to know that, semangat sender! itu tiap semester udah ada peningkatan bagus bgt. semoga dilancarin skripsinya ya ;3",Joy
tedia hari ni 3 saja katapat 14 3/6,Neutral
"tp di kls 11 tuh pling ga suka sm bahasa gw alkwlwl, kek kasar banget beda sm dulu2, ngomong anjrt aja lngsng istighfar",Love
"pagi bang, sarapan bubur ayam enak nih bang",Joy
biasa aja,Neutral
rommy dibui selama satu tahun dan denda rp100 jutaa ,Neutral
"kabar baik juga, udh srpan belum nie ??",Neutral
"apapun asal gak makan harapan palsu dan ketidakpastian, makji btw, disini ujan deres. makan seger2 asyik kyknya",Joy
bahagia bukan berarti segalanya sempurna. bahagia adalah ketika kamu memutuskan tuk melihat segala sesuatu secara sempurna.,Neutral
pagi pagi emosi,Anger
alhamdulillah jimin ganteng bangun bangun pagi dapat kabar bahagia.,Joy
"pelatih sepak bola ini harus berurusan dengan polisi setelah aksi sodomi terhadap tujuh bocah di brebes, dibongkar.",Neutral
belum ge mulai .. kepala udah nyut-nyutan gini ngeri meledak aja sih,Fear
saturday gini tl gua sepi,Neutral
temen-temen gue aji mumpung semua bangsat,Anger
semangat yang mau interview,Joy
"ppp! aku baru banget opress app prem nih masih sepi, jadi prosesnya bisa cepet, start mulai 500p. lagi ngadain event juga yg mau intip pl rep yuk",Neutral
"ada 5 cara belajarmelihat, mendengar, mengamalkan, tdk cepat merasa puas & terus mengulanginya lagi.",Neutral
"vkf! biasa aja dong kak te, natap nya",Neutral
muantap luar biasa,Joy
"saya boong drmana? saya kan udh ngaku saya pemuja fall guys dr kemaren? saya bukan panteis. kamu lupa? dasar tua bangka najis. udah mabok agama, banci, gabisa ngacenk, pikun pula. jelasin deh letak boong saya dimana, palingan ntar ngatain saya cewe bego lagi, so disgusting",Anger
selamat pagi taehyung. aku mencintaimu. kabarku baik baik saja. apakah kamu sudah makan?,Love
aww malu banget suer,Fear
sabtu ga libur mas tetap semangat,Joy
"gatau,gue benci banget",Anger
ternyata abang masih inget dirikyuu jadi pengen malu akyuu,Joy
aku yg takut,Fear
"santai bos , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa , kita cukup memilih mana yg lbh cocok wkwk",Joy
"kenapa single? karna tiap suka sama orang, aku doang yang suka, dianya kaga alias cinta bertepuq sebelah tangan ;/3",Sad
"ketika dia enggak ada kabar, belum balas chat. itu sudah lebih dari cukup untuk bikin was-was dan ngebatin, ""ada apa lagi nih?""",Neutral
"hai sender! selamat pagii. ini ada tristan yang bisa dirent seminggu. a soft-dominant type, kalem, tapi seruu dan lucuu, sangat sangat penyayangg dan perhatian. dia suka kasih pukis dan manjain bayiin pacarnyaa, cocok sama sender yg suka dimanja-manja",Love
",, aaww kamu jugaa yaakk semangat dan sehat teruss lop u tuu",Joy
pengen pisang kopi klotok tapi takut copid,Fear
sesiapa yang membuat ibu dan bapaknya gembira (memberi keridhoan) maka sesungguhnya ia mendapat ridho allah s.w.t. (hadis riwayat bukhari) perjuangan penerapan syariah ..,Neutral
"gue ngetwit lumayan emosi, ampe bikin thread berantakan gini",Anger
"semua hanya soal waktu. hitam atau putih, baik atau buruk, kalah atau menang, sedih maupun bahagia semua akan berlalu begitu saja.",Neutral
ngeri bgt sih,Fear
kombo diluc-raiden enak kok.. gk terlalu mental2 masih bisa dijangkau,Joy
"mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk",Anger
betul banget. yang suka perzombian harus banget nonton kingdom sih,Love
gw suka banget akumo no ko,Love
sedih banget denger kabar kalo denise udah keluar dari secret number,Sad
"iyhh, jadi sepi bngett huhuu",Sad
"dont. kalo panik, ntar stres, makin kebawa ke badan. percayain aja ke dokter ama susternya. yg penting lo disiplin ngobat, makan, minum, istirahat /pukpuk stay strong brooo",Joy
"nah. selingkuh tuh penyakit. ga ada kata khilap. lo selingkuh kan dalam keadaan sadar. udh salah masih aja bela diri. please, jgn suka jajan diluar atau sex sembarangan, lo sakit yg kena orang rumah lo anjg mbak2nya kuat2 banget ya allah semoga selalu sehat mbak",Anger
"mun ujar jhon tralala ""semangat cantik""",Joy
"rasa macam terlalu bodoh untuk law ni, nk ambil course lain lagi la bodo keje grab je la",Anger
"mau ikut esd aja telat, trus takut flop",Fear
"buat para pembenci, paling pak presiden cuma tersenyum dan tetap berprasangka baik kpd pembencinya. ngk terlintas rasa dendam sedikitpun, ikhlas dan beliau super sabar, ingat nabi muhammad saw saat dibenci oleh yahudi hindun? begitulah islam yg rahmatan lil alamin",Neutral
"gua bangun-bangun jam 6:45, panik bat anjir. udah siap-siap mau ngga mandi kesekolah, eh ternyata hari ini libur gegara guru ada yang meninggal. bangsat emang. udah panik bat anjir",Anger
sedih aku tuh melihatnya,Sad
noo waayy abang aku no no pacaran dulu nanti mama marah,Anger
"kalo mau menjadikan ayat tsb sbg hujjah, coba dipahami lg konteksnya jangan cuma text nya saja diayat tsb ada ""syarat dan ketentuannya"" loh, enggk asal boleh saja monggo bisa dijadikan referensi",Neutral
"serius gue kangen banget wkwkw sampe nangis kadang kepikiran. tapi sekarang gue lg benci banget sama tuh agensi. sadar ga si kalo lu diem aja nih idol lu yang kena imbasnya. percuma diem  buat redain masalah, pastinya di sepanjang karir jake nih masalah bakal di ungkit",Anger
"paket aku ko belum dikirim juga ya padahal udah dari dua hari lalu mesennya, meni sedih ih asa lilaa:(",Sad
"saya, nder. dari dulu suka banget dengerin coldiac.",Love
hah..gue sedih bgt ..,Sad
"dulu untuk jadi ustadz di pesantren, ya harus sudah mumpuni dalam bidangnya. bukan siapa saja boleh gak kayak sekarang banyak sesat!!",Anger
maaf ya gais aku bodoh,Sad
enak ngga enak kangen kerja tapi masih disuruh istirahat sama babeh,Sad
semangat kak andoo,Joy
"gmnasi rasanya temen kelasnya di acak? tbh, biasa aja sebenernya soalnya pas smp jga gini, cuman lebih ga semangat kek hari hari biasanya aja, lebih banyak ngeluh sendiri, pendem semuanya sendiri, bingung jga sih kadang tbtb ngerasa sedih, bawaannya pen nangis",Sad
kan arteria dahlan cuman wakil rakyat toh.. lah terus rakyat yg punya hak di abaikan begitu saja .. kalau begitu tidak usah menjadi wakil rakyat biar rakyat sendiri yg bertindak dan menindak lanjuti setiap kejahatan dan setiap ada kasus2 ampe kesel bacanya,Anger
semangat mencari nafkah untuk baby l nya ya kak. aku doain dari sini semoga selalu diberikan kesehatan yang luar biasa,Joy
semangat good luck,Joy
"mon maap tapi sy ngerekam nya ga niat malu bah, jelek bgt wajah sy :'",Fear
1-10!! marah aku,Anger
"tetangga ku baik baik semua,agak kepoan sih tp masih batas wajar,ga kepo2 banget. suka tolong menolong,murah senyum,pokonya betah deh",Joy
"komenannya ga jauh dari kata 'normal', sakit hati gua bacanya.",Sad
"09.15 simpang air putih : antrian kendaran normal dikeempat kaki simpang, situasi arus lalulintas lancar",Neutral
pemesanan dgn sistem delivery disarankan dilakukan maks. 1 hari sebelum waktu pengiriman mengingat banyaknya permintaan pesan antar.,Neutral
nanti derang keluarkan la statement minta maaf dan senarai alasan bodoh tu. macam tak biasa.,Anger
seru banget kadang suka rewatch wkwk 8.5/10,Joy
"'kecewa paling mendalam itu ketika dalam hati cuma bisa bilang ""oh yaudah cukup tau aja'.",Sad
ah kalok dilihat si gak enak,Neutral
knapa dh suka banget nyerang love language gue,Anger
"emotionally unstable dengerin dmnya fromis9 aja bisa nanges sampe jam 2 pagi, padahal bukan lagu sedih",Sad
hyper itu masalah bawaan diri dia karena manusia itu ada yg nafsunya hyper ada yg biasa aja sedang menggauli istri dgn penuh kasih sayang itu perlakuan kewajiban semua suami jadi gak masuk pertanyaannya hyper sama menggauli dengan kasih sayang itu gak masuk,Neutral
biarin marah banget aing kali ini,Anger
"kalo liat portofolio ijo tuh kaya ada kesenangan tersendiri, tapi giliran liat dompet kosong sedih lg anjir",Sad
fav banget jelas payphone sisanya semua lagu mereka gua suka,Love
[+] enak banget kalo gerimis gini alun2 sepi jadi bisa dikit2 buka masker [-] gerimis,Neutral
mari marii semangat,Joy
itu lengkong bego,Anger
"aku langsung gagal fokus pas liat swatch nya di bibir kamu so, i want to try it too. warnanya aku suka banget. ikutt yukk",Love
"aku biarkan hujan mengurai rindu, agar tak pekat salahku, mencampur rindu dengan sepi hingga, terkecaplah pahit yang nelangsa",Sad
"ini sepi bgtt.. pada di fb semua yakk, gw juga sih td bisa²nya bangun tidur yang dicek fb dulu",Sad
jaga2 takut die terjun lg tu huhu,Fear
"brisik banget, ga suka.",Anger
"iya enak banget, pas lagi mijitin sambil crita2 dan walaupun ibuk gua agak nyebelin *kadang, asik banget klo diajak deeptalk berasa seumuran..biasanya ibuk suka gini ""ehh iya tau.. ""..""trus.. trus gimana tuh.. ""..""masak sih.. tadinya bla.. bla.. ""..""saran ibuk si.. """,Love
perghh santai betul fav breakfast food kau :d,Neutral
"w clingynya suka peluk peluk bkn ini anjing, ini apaan gajelas banget",Anger
padahal tinggal bilang maaf aja udah cukup bikin gua buat biasa lagi kok :(,Sad
"semangat msh pagi,",Joy
senyum tak selalu berarti seseorang bahagia. kadang seseorang tersenyum hanya karena tak ingin menjelaskan kenapa hatinya t,Sad
"fh aku open nih no fee no target, kalau mau nanti dm saja",Neutral
ya allah.. :(( turut sedih juga soalnya dia temen monday,Sad
gua ngeri ke lock,Fear
claire tersenyum kecil dan menerima permen tersebut dengan suara terima kasih yang pelan. ia membuka bungkusnya dan dengan tanpa ragu mengambil salah satu manisan berbentuk kacang tersebut dan mencicipinya.,Neutral
ada satu lagii harganya lebih mahal tapi emang bahannya enak banget. tar ya ku cek2 lagi,Neutral
"saya sempat punya hari di mana pada hari itu saya sedih karena kecewa. kemudian hari ini saya bahagia, kutertawakan hari itu.",Sad
asli takut di bagian reading sama speaking,Fear
"tinggalin bbg komentar penyemangat/penenang buat member entah di komenan fancam, pm, ig mereka masing2, twt, dll. kita gabisa bikin haters suka sm member, tp kita bisa naikin rasa sayang kita ke member! let's be busy loving each other like this ive-dive!!",Love
biasanya yg suka maksa tuh sales asuransinya. mana ngomongnya cepet banget gabisa dipotong. :(,Sad
kak wkwkkw aku juga bingung takut akun sopi di report atau gmn2 huhu,Fear
"sama banget sampe males ngasi tau kalo aku cewe, kadang drivernya suka kaget loh cewe toh kak, saya kira cowo, sedih :(",Sad
"betuul, aku suka di tl tapi pengen di dm juga cuman monoton banget kalau di dm makanya aku suka ghosting",Neutral
gw bukan paling mulia tp gw manusia normal yg jijik liat kaum homo. lagipula di agama di larang tolol. masih aja lu ngeyel. kl lu masih blm benar jgn bgt kata2 lu. kaya lu uda benar aja homo.,Anger
"kamu emang selalu aku tempatin disudut hatiku yg paling sepi, biar gak ada yg bisa nemuin kamu selain aku",Love
"sedih boleh. tapi jangan terlarut. sayang kalau wajahmu harus terus basah karena air mata. percayalah, ada pelangi setelah hujan",Neutral
gue gak sanggup banget sama gacie. tumbalin aja ke zombie secara suka rela nanti.,Anger
aaaaaa seneng banget. micchi riko satu film entah kenapa pas nonton kiekoi juga aku suka bgt kalau mereka berdua satu scene,Love
"lah ada ahah, aku kira orang biasa pas lewat gasadar, makasi judith uwu",Joy
pagi cerah ini diawali dengan snwu manis-manis,Joy
aku suka karena puas banget ngetiknya ahaha,Love
"ko pusing dari dichat biasa aja, ujung2nya ""kapan ya ketemu jodoh gue"" ya iyaa si lu 30thun tahun inii ya allah semoga gue dijauhkan dari sikap mba-mba ngerengek2 soal jodoh, desperate pengen nikah dan ngebettss minta dinikahin",Neutral
"kukira kau rumah itu yg bipolarnya cewe. gak tau juga tingkat berapa. cewe itu depresinya lebih tinggi, makanya lebih susah ngontrol emosi",Neutral
"jika kamu cinta dia, biarkan dia menjadi dirinya sendiri, maka kamu tidak akan kecewa ketika mereka tidak seperti yang kamu inginkan.",Neutral
alhamdulillah gak malu,Joy
sepi banget pickawku,Neutral
salam..semoga di pagi yg cerah ini kita semua selalu di beri kesehatan,Joy
anjinglah brengsek bangsat,Anger
"ah gak ngerti ama aturan kerumunan, kena sanksi ada yg cuman denda 500rb, ada yg kena 5jt, ada yg 20 jt plus penjara 4 bulan..ah sudahlah capek ama yg beginian. maafkan saya yg bodoh dan dungu ini.",Sad
"wkwk benerr daripada bilang semangat, ajak liburan yuk",Joy
alhamdulillah pagi ini dapet kabar baik,Joy
sorry bang gue paling benci kalo ada yang bilang dia lebih cape dari gue,Anger
"suka banget sama lagu2nya, langit biru slalu indah disana ..",Love
"hargailah orang yg mencintaimu, karena saat ia telah pergi darimu hanya sesal saja yg tersisa",Neutral
takut kesushi,Fear
gua dah nyusun jadwal+dosen enak jdi pas di buka tinggal pilih kelas yg dah gua catet,Neutral
"eh sumpah gw panik, udh upload foto ltmpt tp lupa udh gw save blm tp udh di unggah sm udh di crop",Fear
weekend saatnya istirahat? oh tentu saja tidak.,Neutral
minum air panas tapi yang kadar panasnya kira kira 65% jadi bener bener ngeredain gatal untuk obat aku kl batuk seminggu lebih baru biasa ke dokter jadi ga berani saranin obat..,Neutral
awalnya iseng iseng doang suka eh malah keterusan jadi sayang wkwk,Love
"hahahaa takut, anaknya galak",Fear
"ah, kabar baik pagi ini. thanl youu, big hit. thank you, jimin, thank you, allah alhamdulillah jimin",Joy
sedih bangett dia dapetnya kacang garuda,Sad
"tak masuk skuad barcelona untuk liga europa, dani alves kecewa berat “ bolanet “ arenanews",Sad
duit gue ilang 50k di kotak yang biasa gue simpen duit,Neutral
tadi pagi kelock yank.. dahlah meskipun udah unlock tetep takut banget jadinya move sekarang aja,Fear
semoga quarter life crisis segera berlalu yaa~ semangat besteh~~,Joy
"wah iya, ngeri nih yg setim ma mas.",Fear
alhamdulillah luar biasa allahuakbar,Joy
"hai kak hwii!! don't skip ur breakfast yaa,semoga harinya berjalan lancar,dimudahkan segala urusannya,dijauhkan dari marabahaya,semoga selalu ada dlm lindungan tuhan,janlup vitaminnya ya,semangat!! janlup senyum hihi,stay healthy & always be happy!! have a great day kak",Joy
"oh kalo kfc iya masih ada rasanya, tapi kalo ayam biasa kan.. beda gak sih",Neutral
mana banyak adkel alias malu bgt :(,Sad
"baru banget beres baca, dibawahnya ada bonchap dong gg bisa ngeclaim lagi l bagus banget au nyaa, aku suka dan jarang banget nemu au seokjin thanks",Joy
yanng begini biasa laki mokondo,Neutral
"ingat banget waktu sd aku suka mikir gini wkwk, sd sampai smp sih mikirnya gini mulu. jadi kangen",Love
"lagi sedih, meong ku meninggal :(",Sad
aku bahagia karena satu hal karena aku bermimpi. aku suka sekali bermimpi dan selalu berusaha untuk mewujudkan nya. -hara (kara),Neutral
"akhirnya syuting lagii, semangat ayank",Joy
"aslinya sih mbak dita ya nyesek, apalagi sampai dibaca mbak dita, dia jawabannya profesional, ya kali mau marah-marah dan ngemis-ngemis ""..jangan out dong, nanti kan kita sedih.. blah blah blah.."" kan ga etis.. kita yang sebagai lockey harusnya yang bisa jaga perasaan.",Neutral
"kalo aku dari awal udh suka banget sama konsep aespa, makanya pas org2 banyak yg kayak apaan sih konsepnya, bikin takut, dsb. aku malah seneng bgt dan nungguin bgt aespa bakalan kaya apa di masa yg akan datang",Love
ga semangat karna ga di semangatin ayang,Sad
ngp y klo pc udh sold tbtb banyak yg dm nanyain masj ada apa ga knp pas udh sold bamyak yg cariirurigkekf *marah*,Anger
saya kecewa dengan keputusan tsb,Sad
ikutan sedih,Sad
"ditutupin, dia berhak ngasih liat apa aja yg dia rasain dan mark harus tau kalo disini banyak orang yg sayang sama dia dan siap support dia, siap jg nguatin dia kalo dia lg capek lagi sedih. mark hrus tau, dia bisa jdi salah satu alasan banyak orang buat bahagia, harus semangat",Neutral
"kenapa sih gw malah download valorant lagi, tolol",Anger
"film ini semacam tribute untuk dunia jurnalisme. penggemar wes anderson sudah pasti bakalan suka sama film ini. tapi buat aku yang hanya penikmat film biasa, nonton the french dispatch kyk abis lari 10 km, capek. banyak sub plot dan banyak banget hal yg mau diceritain. tapi..",Neutral
suka tapi ga ampe over juga,Love
"apakah ini pertanda cintaa? getarannya sangat terasa kawan:) hanya melihat senyumnya saja, sudah bisa menaikkan zat glukosa yang ada di tubuhku",Love
enak aja pingsan. aku kan anak sehat tubuh kuat,Neutral
pepagi lagi airmata mengalir. sedih aku.,Sad
"ohh hari ini, tumben masih sepi? wkwkw",Neutral
lagu sedih di campur perasaan beuhh makinn,Sad
takut nak amik spm tapi nak habes cepat,Fear
"46. hi, pasti lagi nyari jasa un-sus un-lock ya? bisa ke yap | unlock all case 5k / acc | unlock umur 7k / acc | unsus biasa 10k / acc payment dilakukan di akhir a¼ close uns permanen semi perm",Neutral
pagi pagi dpt kabar baru ini rasanya pengen nangis masih positif thinking sbnernya tp sungguh ku tak bisa,Sad
full cream cashew enak bgt!! marie oke lah. pengen nyoba matcha,Joy
"kok gw sedih ya? gw nyesel, knp gw ngga kenal bw nya pas dulu² aja sih, pas pertama mereka buat series, yg katanya tuh masih adem ayem aja rasanya, knp gw harus ngrasain di moment sekarang sih, yg isinya tuh cuma war³ terosssss, jujur aja gw emng masih awam banget kenal bw-",Sad
"makanya cewek2 pada seneng sama dia, kalau suga ada yg isengin pasti cewek2 di kelasnya langsung pada maju semua. dia juga sama anak cowoknya klop banget, kalau jamkos suka main futsal di lapangan. pokonya dia kesayangan semuanya deh, soalnya anaknya sama siapa aja cocok",Neutral
"sering, dan sampe hari ini pun masih suka kaya gitu. gak tau suka takut aja gitu, apalagi klo malem beuh kadang deg degan banget. mana blm bahagiain ortu makin makin dah ketakutan",Fear
alhamdulillah enggak jd malu tuk kesekian kalinya,Joy
baju bodoh yg gimana sih,Anger
takut blunder lagi ya.jane nik bek kanan e ra dolop bisa lebih baik lagi,Fear
aku takut nanti malem,Fear
"alhamdulilah ya allah jimin sembuh,semoga ini yang terakhir juga,asli aku benci dapet notif ""hello this is bighit music""",Joy
"aku baru bangun tidur, langsung lihat ada kabar baik. alhamdulillah jimin udah sembuh",Joy
ledik jancuukk tai anjingg setann tolol babi monyett,Anger
semangat dong nitip rok sebentar,Neutral
"ngga tau kenapa dr kecil aku takut banget sm laut. lebih suka bukit , gunung sebenernya suka banget tp kan dingin, aku gak kuat dingin. takut pingsan kl kedinginan.",Fear
takut tergoda membeli pc lain,Fear
sedih bgt denise leave,Sad
berbahagialah jika kamu masih bisa merasa sedih karena itu artinya kamu siap menerima kebahagiaan yg lebih bahagia gigitch,Neutral
bahagia bgt,Joy
"kalo pasangannya tau, bakal marah nggak ya?",Anger
pengen poca date sama moots tapi takut awkward,Fear
enak atuh,Joy
"seneng mereka nikmatin banget waktu mereka di amerika, ngelakuin yang mereka suka, kerja sambil liburan banget ya vibenya",Love
"sangat mengejutkan ya bun, merangkap jd apa saja",Neutral
but again aku ga registrasi beneran cuma stop di situ aja soalnya takut kualat kan udh dibilangin yg gap registrasinya tgl 14 hehe dah gitu aja,Fear
"im shoo happy meskipun rada kecewa sama durian2nya. ngerasa keluar budget banyak tp gak worth it. tp gpp, yg pntg kebersamaannya yakan",Joy
"uish. kena tarik pt la bang. sem 1 teruk, sem 3 tak dpt pt. selang satu sem. kes aku, pointer sem 3 bawah 2.0, sem 5 tak dpt pt. maka survive la korek saving sendiri tanpa pengetahuan ahli keluarga sbb takut kena marah haha",Anger
sedih bacanya.. tapi gak apa.. terima kasih ya denise,Sad
suka banget beb,Love
"ada yang bisa hack ig ga? tolongin banget , hati gua udah ga enak dari seminggu yang lalu",Fear
"si bodoh, minta monthly salary gak ngitung dulu kalo diannual ternyata sama aja sana sama sini pas di approved bingung kelabakan",Anger
bubar bubar ini anaknya pada senewen lihat draw yang gue kasih langsung kaget kwwkw,Joy
alhamdulillah.. yang jatuh jatuh tempo bulan ini udah di bayar.. tinggal yang receh-receh nya.. semangat!! pagii..,Joy
biasa nya kalian mgespace ya ?,Neutral
marah ke,Anger
kalo segini katanya gak worth it lg apa kabar hp gue wkwk gpp,Neutral
baru saja mengirim foto depok,Neutral
"semangat ya, fase fase seperti itu memang luar biasa",Joy
"anjr kesal bgt sm yg suka curi"", semangat ashh smoga lancar jd bisa di td punya si pencuri mana judulny dari yg keren jdi cuman bridge, tree, fragment",Anger
"the crown!! aku suka banget walaupun beberapa episode aku skip karena ""ya allah gak kelar kelar u kek penthouse"" but i finally *sigh* finished it. aku lg nonton anne with an e!!",Love
apa kabar??,Neutral
"yaa nangis gue. takut banget. sepi banget. kayak, yaudah emang cuma ada lo dan diri lo aja. mau ngarepin siape.",Sad
",, terima kementerian bumn pak mentri bumn erick thohir yo dukung gerakan energi tani (et) untuk produk tani mandiri semangat terus pak,",Neutral
ngeri ekspedisi apa yg aman sekarang?,Fear
"sabarlah wahai diriku, sesungguhnya allah bersama orang-orang yang sabar itulah yang selalu aku katakan dalam hati untuk menenangkan diri.. ketika hatiku terluka.",Neutral
silky drink yg blue citrus jg enak bgtttt,Joy
walau tegang [real],Fear
"atas nama ham ,guru dilarang marah pd muridnya , polisi dilarang membunuh penjahat, suami dilarang tegas pd istrinya , ortu dilarang ngekang anaknya, kebanykan yg dinilai dilihat cuma tindakan nya bukan penyebab nya, bisa jadi korban itu yg salah yg memancing kekerasan itu,",Neutral
ya kali baru kaget sekarang,Neutral
"jadi tuh perumahan tempat tinggalku sering banget ada pengamen atau kadang suka ada yang nawarin barang gitu loh, nah waktu itu dirumah cuma ada bapakku doang karena aku sama kakakku lagi ke kampus, ibuku lagi ke warung sayur terus ada tukang ngamen kebetulan bapakku-",Neutral
lagian gapnya ga jauh2 banget lah 4 tahun.. malah agak heran juga kalo rumor ini beneran soalnya tao brp kali bilang lbh suka tipe jiejie.,Love
"sejak membaca kalimatku ter-share, sungguh perasaan takut yang menghantui di saat keluar malam hari lewati jalanan sepi sunyi dapat memudar. saya membawa ponselku, memotret, nge-tweet lagi di area terang lampu, sesudahnya dapat pulang, berharap selalu aman tak apess.",Sad
sepi banget dah,Neutral
malu anjing line gw ugh jijik dan kesal,Anger
"- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu",Neutral
fak gue sedih bgt,Sad
semalam saja pi sunway pyramid saja sggh kedai sony tanya ps5. takdak stok katanya. pastu lalu kedai game sebelah sony tu..,Neutral
"pagi moots, gmn kabar kaliaan?",Neutral
nyenyak! semangat juga!!,Joy
dia pasti ngerasa bersalah banget sama sone dasar agensi bangsat,Anger
"mau cerita, ayah sender tuh bukan tipe orang yang suka marah atau suka ngomong kasar ke sender. cuma tadi karena sender gamau ikut pergi keluar, sender dibilang bego sama ayah sender. rasanya sakit banget + kaget hehe. tapi sender nahan buat ga nangis didepan ayah.",Sad
iya kebalik lah wkwkw mana ada ngaruh wkwk yang ada mereka yg ganti jadwal aja kalo bareng biasanya mereka yg takut wkkw,Joy
"diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget",Love
"warga sudah jadi korban, mas. dengan teror dan intimidasi terus menerus, secara psikologi pasti sudah ada warga yang mengalami trauma. belum lagi waktu yang harusnya bisa mereka gunakan untuk kegiatan produktif, harus dihabiskan untuk menjaga tanah lingkungan mereka..",Fear
lagi suka banget sama foto bang jhope yg ini tysm for ga & wish me luck,Love
"haha kamuu gemes banget puol, kamu suka dijadiin temen aja kah?",Love
moots gue pada ghaib yah takut deh,Fear
baru saja mengirim foto tropical beach cafe coffee house,Neutral
"enggak kok,emang sedih kalo bener ener ngerasain diposisi pram or niskalanya",Sad
"dengerin kata abang , dulu abang umur 19 tahun bisa dapet piala fa. kalo ade gagal gpp semangat perjalanan masih panjang tapi abang pesen jangan kaya si kayu ijo itu yak!!",Neutral
"pernah dijelasin, emg ngeri sih vi, tapii kepo bgt haha",Fear
untung bukan kereta api nya yg kaget..,Neutral
suka banget..,Love
"happy born day dek jisung sehat selalu dan bahagia ya dek *double happy ultah adek+molo ya meskipun sedih krn gk bsa hype sibuk nguli eitss semangat, besok libur __",Joy
enak ya yang punya kapel hfft-_- chrissy kapan coba punya kapel :(,Sad
moodswing banget ga beb? suka galau klo disuruh milih ga? cepet bgt berubah pikiran ga? pacar gue ampe pusing klo nyuruh gue milih barang,Neutral
yang suka film india menarik bisa banget mola tv jd pilihan,Love
"dulu suka doi tuh bisa dibilang ""halah apaan si alesannya receh banget"" tapi yang akhirnya bisa jadi sejauh ini as a kpoper pun karena dia juga lub uuuu bapak kapas",Love
karunya teuing ihh semaleman khawatirr gada kabar,Fear
"iyaa bestie tp saya ky orang bego kalo online, ini krn banyak yg positif soalnya:(",Anger
"imunitas seperti apa yg mrk maksud prof? kekebalan terhadap segala yg berkaitan dgn hukum positif kah, sehingga anggota dpr bebas berbuat apa saja menghina, menyakiti hati rakyat? semoga rakyat bisa mengambil pelajaran kedepan agar lebih berhatia"" dan cerdas memilih wakila""nya",Neutral
"semangat lzj, ketemu lky lagi, semoga bisa menang ya sekarang, takut banyak yang anu lagi nanti kalau kalah, stay strong",Neutral
martabak telor/tahu. ini turunan dr bokap si wkwkw gw suka banget tahu,Love
"diberi keistimewaan malah memalukan, apa kabar komisaris ahok? cc",Neutral
gpp bro santai saja,Neutral
awali harimu dengan mendoakan seluruh keluargamu dan hidupmu agar bisa melalui hari ini dengan bahagia.,Neutral
"menghimpun potensi menjayakan indonesia selamat menjalankan rakernas i rpi. salam sehat, tetap semangat! yanuardi syukur presiden perkumpulan rumah produktif indonesia,",Neutral
emang bener bangsat,Anger
aduh gua kalo ujan gini panik takut bocor lg,Fear
"guyss, aku minta tolong banget bantu ramein saldo dipinned yaa? masih sepi bgt entriesnya , ini ga community pertama kalau hasilnya bagus, semoga kedepannya aku bisa bawain kalian saldo"" lain dengan nominal lebih besar, tolong banget join yaa",Neutral
"mengapa allah menciptakan iblis bila tugas iblis hanya menjerumuskan umat manusia kepada perbuata nista? pertanyaan bodoh yg sering dilontarkan oleh kaum ateis, sekuler, liberal dan kaum munafik dan kafir lainnya kepada islam",Neutral
"á…  á… á…  á…  seru juga rumah deket pantai. boleh-boleh, saya masih muda. enak dong, udah punya pacar belum kamu? á…  á…  á… ",Joy
gemini emang seburuk itu kah? jadi sedih.,Sad
"aku marah sama kamu bukan berarti aku galak, tapi aku menegur kesalahan kamu dan ingin kamu berubah lebih baik.",Love
"gue lagi nangisin cowo fiksi, tiba-tiba abang gue dateng ""dah sholat belum lu?"" gue antara takut di marahin karna belum sholat dan malu karna nangis buat mata gue sembab",Fear
bubur gak enak,Neutral
sarapan pake nasgor enak gk yh,Neutral
semangat pagi juga,Joy
bingung mo ngtik apa.. but w suka banget sama au nya pokoknya mesti sering update dan semangat yaa! Terima kasihh doain aja semoga aku sanggup sampe end,Joy
"bunga matahari biar cerah, trims",Neutral
joonyoung.. paling merinding sama sedih jadi 1,Fear
gue kalo liat ada musuh yang pasang title takut malah,Fear
"ml! cara ulti flicker ruby tu gimana ya? aku ulti malah flicker ke depan karna bingung pencet mana dulu hasilnya ketarik ngga, malu banget iya",Fear
